token	frequency	label	llm_reason	example_sentence_used
dukh	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kitne dukh ki baat hai na :(
duper	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	super duper like . yehi hota hai sab jagah :)
dur	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Match toh dur ki baat hai pakistan nai abhi tak toss bhi nhi jita toh match kya khak jitenge ... 😎😎😎😎proud to be indian WorldCup2015
during	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	i still remember . . . during sharjah matches . . . . the scene was use to be the same :) sachin jab tak khel ra hai hilnaa mat
faadutweets	8	HINGLISH	no_context_default	
fuljhadii	8	HINGLISH	no_context_default	
garmi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ice cream khaungi, kashmir jaungi, garmi se phatti padi hai piya. haah haah.
ghamand	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	bas kabhi ghamand nahi kiya.
gir	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Never take a moral high ground. Wahan railing nahi hai aur kabhi bhi gir sakte hain.
haddhaiyaar	8	HINGLISH	no_context_default	
hafte	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sagarcasm main hafte bhar se huu, magar selfies chhod kar kya upload karu kuch nahi samajh raha :D
haq	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ra_Bies sayshardik Daaru peena mera janam siddh adhikar hai aur ye haq mujhse koi nahi chheen sakta :-D
hinnaz	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	hinnaz chittiya kalaiya ve
iamkits	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	iamkits haan Bhai aur hot bhi :-D
iamsonisinghal	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	iamsonisinghal dhaniye ki chatni me namak kam reh gaya
iitb	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	309 : i graduated from iitb a couple of years ago and went to the us . i have still never dated a desi gal . no regrets , it's too much effort for virtually no return .
ind	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Aisa surgicalstrike kiya ki pak ne napak irado se ind k 2 laadle bete ka sir kaat diya " sirf vote k liye # 56 inch ka sina kahna galat hai
indvsl	8	HINGLISH	no_context_default	
insan	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.ArvindKejriwal sir hug Kalmadi, hug Raja, hug Pawar and tell these Sanghis that insan corrupt nahi hota waqt corrupt hot hai.
jaage	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Kaahe jaage ho be?
jaha	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	twinitisha aur aap jaha hoti hai.. Log crazy ho jate hai
jaiye	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Indore's Tai Sumitra Mahajan is LS Speaker. Ab 'Baith jaiye Baith jaiye' ki jagah 'Poha khaiye Poha Khaiye' !! विश्व_पोहा_दिवस
jama	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	First, Kejriwal ne dharna de kar rayte ka samaan jama kiya Second, Sarkaar bana kar, Rayta banaya Third, Kumar Vishwas ne RaitaFailaDiya
jaunga	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	gappistanradio Meanwhile Faridabadi , ah ! Daily ka routine h , aaj jogging karte hue jaunga .
jeena	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Islam mein jeena bhi haraam hai.... doosre kaum ka.
jeene	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Hamein aur jeene ki khwahish na hoti, agar rum na hote...
jeete	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	jalanpurvi StarMoviesIndia i wish ke aap aur main ye contest jeete
jeetne	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ek match to jeetne do firangiyon ko. Insaniyat naam ki cheez nahi hai tum logon ke paas? INDvENG
jha	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Atheist_Krishna hahaa.. mein asli sanjay jha samaj ke gaali dene wala tha
jisko	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ye bhi accha hi jisko protection dena that use hi arrest kar liye
joote	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.BhuvanRajora jo joote polish karne diye the won kab lautayega? Being_Humor
kahe	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Hum khud sure nahi hai "toh Kautilya ke baarein main kya kahe GST IndiaToday TheHinduExplains
kaho	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	inhe kaho hindi hi theek hai . . aise to guddu ki english aur bigad jayegi :d
kahte	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kuch garam ya thanda khane se agar daanton me tez jhanjhanahat ho , to use sensitivity kahte hain . . . .
karde	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Madan_Chikna maine to pahile hi bola tha ... ab to retweet karde bhai ... tabhi logo ko pata chalega .. tere jaise follower kaha hame ..
karegi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ashutosh83B pyaar bech ke faayda kamate ho.. Dilli ki janta kabhi maaf nahi karegi
katrina	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	prek_rk sankalparkapoor ok but famous toh main aur katrina hi zyada honge
kaunse	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	haha darr lagta hai aajkal kuch bhi type karne se pehle, kaunse kone se outrage aayegi pata nahi. Banaate hai plan!
kavitabika	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kavitabika Aus ke kya layee mere liye
kehne	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	oomph_wali Modi ji ko gay kehne wali yaha gyaan de rahi hai TrulyMonica hemalitanna
khila	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Hi, I am a writer. Hafte bhar se ghar par paani nahi aaya hai, aur dadaji ka jhola lekar ghum raha hu, koi vada paav khila do.
khul	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	plz search google name of mukhtar abbas naqwi wife and his father in law name , sahnawaz husain wife also aankh khul jayegi . . .
khulla	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Vyomnaut Kejriwal ne Ashutosh ko bhi khulla chhod rakha hai.. Khatarnaak.. bohot hi zyada khatarnaak
kiran	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	rashtrawad led by kiran bedi ki jeet hogi !
laal	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.TheRahulMahajan aankh laal ho rahi hai.. Conjunctivitis hoga
laddoo	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	YearOfRat shaadi ka laddoo sir.. Jo khaye wo bhi pachtaaye aur jo na khaye wo bhi
ladkon	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Chalo koi na hota hai, ladkon ko aise aage ruka kar mat rakhna. Ok?
lagana	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	you wish to become Adele? Yaar bahot rotdu hai yahan tumko bhi number lagana hai?
lagane	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	:D' lagane se jalan kam nahi hoti. Use burnol …
launda	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sir . . chehre pr mat jaiye . . bahut nautanki baaj hai yeh launda . . :p
launde	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	bizzarebhide launde pasand aate hai aajkal ?
leni	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	retardedwriter MeetUunngLee haa isne kar leni chahiye
lga	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mujhe to lga tha papa ki band bjne wali h , bt yha to chkr hi ulta pd gya . . ;) :p
likhe	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.sagarikaghose koi kuch bhi likhe use sach maan le
lunga	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	jayantgajria hahaa.. Thanks bhai.. Zarurat padi to bula lunga
masala	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	SwaggerBanno varieties hote hai kya pyar mein? Tumhara sada wala hai toh mujhe masala wala chahiye :-P
maukamauka	8	HINGLISH	no_context_default	
misbah	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Dhoni misbah bhai kuch sikh Captain saahab se 0
mitch	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	land conservation announcement monday: gov . mitch daniels and lt . gov . becky skillman will make a lan . . . http/URL nashville
naahi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	IScreamPunday SritikaDhar naahi
namak	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	iamsonisinghal dhaniye ki chatni me namak kam reh gaya
nasha	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Modi channelising Inner Sonia Gandhi PowerIsPoison RT htTweets PM Modi: Satta mein ek nasha hain, bhagwan humain iss nashe se bachaye.
nikaal	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	azaadi bhot milgyi ab guddu shaadi kerle . acting ka kida nikaal apne dil se aur bahar fek de . :/
padte	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	UddhhamSingh arre yaar aajkal bade bouncer padte hain yaha
padti	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mast hai.. aap bhi dekha karo.. daru ki zarurat nahi padti phir
pandey	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Dhoni be like Sri Lanka ke liye to manish pandey bhi kaafi tha mujhe kyu bulaya INDvSL RohitSharma PVSindhu dhoni sleep cricket
pareshaan	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	LiesMenTell Woh pareshaan karte rahe, hum kaam karte rahe - Kejru
patthar	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	*At Zoo* American Kid - Dad, look at that Snake! Indian - Abey Dilip.. Woh dekh kitna bada saap. Jiska patthar 3 baar laga, Karishma uski.
paybackindia	8	HINGLISH	no_context_default	
pehen	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	best part is . . . kaise hum ooni dastane pehen k keeping kiya karte the . . aur apne aap ko nayan mongia se kam nahi samajhte the :p
pehna	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	pehna rahunga tab nahi karna bhai, baaki theek.
phenk	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	LOL, phenk deta to bechare ka phir kat jaata bill, isiliye lauta diya chup chaap. EkBhaiKeLiye
phle	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mene phle bhi bola tha . . . ye guddu bigadtaa ja raha hai . . . samjhao koi ese . . ! ! !
plzz	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	plzz slaman jrur aana onlin or plzz jrur baat krna apne fans se plzzz..plzzzz...
pooja	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	PAYBACKIndiaKali Mata ki pooja karna par shaadi sirf gori ladki se karne ka PointKyaHai
pradesh	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	NeetuGarg6 ArjunIrplast RitaG74 YouTube crores Logon mein ye chand saans lete haanfnewale netaon ne poore pradesh ki saanse kaise rok di
prem	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	premlata_rai ye saare log bigaad rahe hai ladkiyon ki image prem tu kuch kar
rahegi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	tehseenp PMOIndia Apni waitress bai ki pic Bhagwat ji ke neeche morph kar di ... this shows that teri Bar dancer Madam hamesha neeche rahegi
rahenge	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	tweeting_pal ab bata bhi de kiska.. raat bhar sochte rahenge Insane_chorri HathwalaThakur MeetUunngLee
rai	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	hahahah . . . :d history pdhte pdhte nind aa rai thi . . ekdm se tut gyi ye padh k . . :d
rayta	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Moskvaa Shaadi me Kejriwal ji sirf rayta khiwaenge
rehna	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	viratian4lyf_ try nahi karoge to khush rahoge believe me .. try karo ge to mushkil ho jayega khush rehna
rishta	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.ashutosh83B to phir rishta pakka samjhen?
rok	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	NeetuGarg6 ArjunIrplast RitaG74 YouTube crores Logon mein ye chand saans lete haanfnewale netaon ne poore pradesh ki saanse kaise rok di
roshd	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	roshd City to sabki same hi hai. Obesity.
rts	8	HINGLISH	no_context_default	
rula	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	jabatdast dost . . . . 1 page me rula diya yaar . . . . . kamaal hai . . . . superb nd hatss off to ur crearivity . . .
rulayega	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	bs kr..oyeee rulayega kya :v :p santi_kr_ditta :p
sada	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Priya_Menon Kheera hai sada ke liye.
sanjay	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Atheist_Krishna hahaa.. mein asli sanjay jha samaj ke gaali dene wala tha
selfie	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	urbantucchha Agley show me milunga pakka.Kal socha sundar girls ko haath lagaane du apko & selfie khinchane du, apan to kabhi aur mil lenge
shivay	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	narendramodi_in Sir mahashivratri ki hardik badai.om namay shivay
shobha	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	narendramodi RailBudget2015 ki itni tareef karna apko shobha nahi deta . Let others praise it . You are no expert . Don't sound pompous .
